"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"13980","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,1268,7.1,178.6
"13981","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2020,1384,7.4,187
"13982","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2020,1011,7,144.4
"13983","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,98,6.4,15.3
"13984","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,777,6.3,123.3
"13985","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,1425,6.3,226.2
"13986","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2020,1738,6.1,284.9
"13987","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2020,1169,6.3,185.6
"13988","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2020,1297,6.7,193.6
"13989","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2020,1054,6.8,155
"13990","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2020,1437,6.7,214.5
"13991","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2020,1067,6.8,156.9
"13992","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2021,1562,6.3,247.9
"13993","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2021,1120,6.2,180.6
"13994","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,1527,6.2,246.3
"13995","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2021,1198,6.2,193.2
"13996","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2021,1466,6,244.3
"13997","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2021,1492,5.9,252.9
"13998","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2021,1458,5.7,255.8
"13999","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2021,873,5.6,155.9
"14000","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Spring",9,2018,2985,7.1,420.4
"14001","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Spring",10,2018,2976,7.2,413.3
"14002","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Spring",11,2018,3196,8.2,389.8
"14003","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Summer",12,2018,2843,7.1,400.4
"14004","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Summer",1,2019,2423,7.4,327.4
"14005","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Summer",2,2019,2379,7.6,313
"14006","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Autumn",3,2019,2299,7.4,310.7
"14007","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Autumn",4,2019,2243,7.1,315.9
"14008","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Autumn",5,2019,2657,7.1,374.2
"14009","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Winter",6,2019,3103,7,443.3
"14010","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Winter",7,2019,2932,6.8,431.2
"14011","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Winter",8,2019,1934,7.6,254.5
"14012","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Spring",9,2019,2435,8,304.4
"14013","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Spring",10,2019,2840,6.4,443.8
"14014","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Spring",11,2019,2506,7.9,317.2
"14015","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Summer",12,2019,2008,5.9,340.3
"14016","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Summer",1,2020,2170,7,310
"14017","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Summer",2,2020,1992,7.3,272.9
"14018","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Autumn",3,2020,943,7,134.7
"14019","37990ecc","Nissan Leaf (30 kWh)","Wairarapa","Autumn",4,2020,35,6.5,5.4
"14020","e3a59e0b","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2018,2115,6.5,325.4
"14021","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2018,1589,6.9,230.3
"14022","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2018,1708,6.9,247.5
"14023","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2019,1327,7,189.6
"14024","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2019,1058,7,151.1
"14025","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2019,966,7.1,136.1
"14026","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2019,976,6.9,141.4
"14027","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2019,1400,6.9,202.9
"14028","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1215,6.9,176.1
"14029","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1385,6.8,203.7
"14030","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,1681,6.7,250.9
"14031","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2019,1319,6.7,196.9
"14032","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2019,1730,6.8,254.4
"14033","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,939,6.9,136.1
"14034","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2019,1304,7,186.3
"14035","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2020,1391,7,198.7
"14036","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2020,1756,7.1,247.3
"14037","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2020,1246,7.2,173.1
"14038","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,44,7.2,6.1
"14039","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,590,7.3,80.8
"14040","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,737,7.2,102.4
"14041","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2020,1484,7.1,209
"14042","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2020,1275,7.1,179.6
"14043","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2020,1504,7.1,211.8
"14044","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2020,2560,7.2,355.6
"14045","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2020,1740,7.2,241.7
"14046","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2020,1833,7.2,254.6
"14047","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2021,1667,7.3,228.4
"14048","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2021,1704,8.1,210.4
"14049","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,1796,7.8,230.3
"14050","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2021,1538,7.7,199.7
"14051","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2021,1532,7.5,204.3
"14052","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2021,1242,7.3,170.1
"14053","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2021,2108,7.1,296.9
"14054","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2021,954,7,136.3
"14055","dd24b533","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2021,1471,7.1,207.2
"14056","de4a54b5","Nissan Leaf (30 kWh)","Rodney","Winter",6,2018,1782,5.5,324
"14057","de4a54b5","Nissan Leaf (30 kWh)","Rodney","Winter",7,2018,2231,5.7,391.4
"14058","de4a54b5","Nissan Leaf (30 kWh)","Rodney","Winter",8,2018,2578,5.7,452.3
"14059","de4a54b5","Nissan Leaf (30 kWh)","Rodney","Spring",9,2018,2572,6,428.7
"14060","de4a54b5","Nissan Leaf (30 kWh)","Rodney","Summer",12,2018,857,6.1,140.5
"14061","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",11,2018,1056,7.3,144.7
"14062","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",12,2018,1006,7.5,134.1
"14063","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",1,2019,1143,7.6,150.4
"14064","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",2,2019,1039,7.5,138.5
"14065","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",3,2019,1024,6.9,148.4
"14066","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",4,2019,1380,6.6,209.1
"14067","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",5,2019,1212,6.2,195.5
"14068","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",6,2019,1162,5.7,203.9
"14069","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",7,2019,1239,6,206.5
"14070","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2019,1251,6.4,195.5
"14071","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2019,1432,6.6,217
"14072","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",10,2019,1363,6.9,197.5
"14073","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",11,2019,1144,7.3,156.7
"14074","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",12,2019,1257,7.3,172.2
"14075","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",1,2020,1000,7.8,128.2
"14076","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",2,2020,990,7.5,132
"14077","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",3,2020,997,7.1,140.4
"14078","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",4,2020,137,7.2,19
"14079","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",5,2020,641,6.3,101.7
"14080","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",6,2020,953,6,158.8
"14081","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",7,2020,926,6.2,149.4
"14082","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2020,1002,6.3,159
"14083","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2020,900,6.7,134.3
"14084","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",10,2020,837,6.9,121.3
"14085","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",11,2020,1028,7,146.9
"14086","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",12,2020,1155,7.1,162.7
"14087","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",1,2021,694,7.5,92.5
"14088","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",2,2021,1096,7.5,146.1
"14089","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",3,2021,1081,7.2,150.1
"14090","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",4,2021,834,6.8,122.6
"14091","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",5,2021,766,6.3,121.6
"14092","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",6,2021,760,6.1,124.6
"14093","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",7,2021,906,6,151
"14094","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2021,525,5.7,92.1
"14095","779f80fa","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2021,861,6.6,130.5
"14096","4120603c","Nissan Leaf (30 kWh)","Auckland","Winter",6,2018,530,6.8,77.9
"14097","4120603c","Nissan Leaf (30 kWh)","Auckland","Spring",9,2018,803,6.9,116.4
"14098","4120603c","Nissan Leaf (30 kWh)","Auckland","Spring",10,2018,386,6.8,56.8
"14099","4120603c","Nissan Leaf (30 kWh)","Auckland","Spring",11,2018,609,7.1,85.8
"14100","4120603c","Nissan Leaf (30 kWh)","Auckland","Summer",12,2018,639,6.8,94
"14101","4120603c","Nissan Leaf (30 kWh)","Auckland","Summer",1,2019,376,7,53.7
"14102","4120603c","Nissan Leaf (30 kWh)","Auckland","Summer",2,2019,913,7,130.4
"14103","4120603c","Nissan Leaf (30 kWh)","Auckland","Autumn",3,2019,962,7,137.4
"14104","4120603c","Nissan Leaf (30 kWh)","Auckland","Autumn",4,2019,354,6.6,53.6
"14105","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2018,1725,7.1,243
"14106","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2018,1315,7.3,180.1
"14107","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2018,1737,7.1,244.6
"14108","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2019,1639,7.3,224.5
"14109","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2019,1202,7.2,166.9
"14110","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2019,1071,7.6,140.9
"14111","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2019,1539,6.7,229.7
"14112","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2019,2064,7,294.9
"14113","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2019,816,7.2,113.3
"14114","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2019,1566,7.2,217.5
"14115","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2019,1750,7,250
"14116","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2019,1319,7.4,178.2
"14117","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2019,1610,6.6,243.9
"14118","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2019,1045,7.9,132.3
"14119","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2019,2203,7.6,289.9
"14120","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2020,2454,7.6,322.9
"14121","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2020,909,7.8,116.5
"14122","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2020,1024,7.4,138.4
"14123","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2020,149,8.1,18.4
"14124","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2020,881,7.1,124.1
"14125","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2020,1180,7,168.6
"14126","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2020,1344,6.7,200.6
"14127","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2020,1007,7.5,134.3
"14128","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2020,1034,7.9,130.9
"14129","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2020,2433,7.3,333.3
"14130","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2021,1769,7.2,245.7
"14131","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2021,994,7.7,129.1
"14132","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2021,1406,7.6,185
"14133","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2021,1187,7.9,150.3
"14134","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2021,1477,7.4,199.6
"14135","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",6,2021,1440,6.7,214.9
"14136","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2021,1767,6.3,280.5
"14137","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2021,634,6.8,93.2
"14138","af2de466","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2021,1398,6.8,205.6
"14139","fd3125df","Nissan Leaf (30 kWh)","Mid Canterbury","Summer",1,2020,1057,6.9,153.2
"14140","fd3125df","Nissan Leaf (30 kWh)","Mid Canterbury","Summer",2,2020,1032,6.9,149.6
"14141","fd3125df","Nissan Leaf (30 kWh)","Mid Canterbury","Autumn",3,2020,1381,6.7,206.1
"14142","fd3125df","Nissan Leaf (30 kWh)","Mid Canterbury","Autumn",4,2020,1137,6.8,167.2
"14143","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",11,2018,379,7.2,52.6
"14144","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",12,2018,814,7.5,108.5
"14145","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",1,2019,392,7.9,49.6
"14146","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",2,2019,641,7.7,83.2
"14147","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",3,2019,796,7,113.7
"14148","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",4,2019,666,7,95.1
"14149","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",5,2019,761,6.3,120.8
"14150","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",6,2019,759,6.3,120.5
"14151","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",7,2019,669,6.2,107.9
"14152","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",8,2019,942,6.1,154.4
"14153","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",9,2019,730,6.5,112.3
"14154","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",10,2019,549,6.9,79.6
"14155","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",11,2019,681,7.1,95.9
"14156","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",12,2019,631,7.2,87.6
"14157","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",1,2020,614,8.3,74
"14158","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",2,2020,743,7.1,104.6
"14159","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",3,2020,698,7.2,96.9
"14160","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",5,2020,419,7,59.9
"14161","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",6,2020,644,5.7,113
"14162","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",7,2020,390,6,65
"14163","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",8,2020,756,6.7,112.8
"14164","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",9,2020,561,6.9,81.3
"14165","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",10,2020,595,7.3,81.5
"14166","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",11,2020,964,7.2,133.9
"14167","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",12,2020,892,8,111.5
"14168","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",1,2021,792,7.7,102.9
"14169","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Summer",2,2021,905,7.7,117.5
"14170","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",3,2021,1052,7.8,134.9
"14171","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",4,2021,453,7.9,57.3
"14172","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Autumn",5,2021,930,6.8,136.8
"14173","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",6,2021,587,6.7,87.6
"14174","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",7,2021,481,6.4,75.2
"14175","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Winter",8,2021,367,6.7,54.8
"14176","e49ed9d9","Nissan Leaf (30 kWh)","Nelson","Spring",9,2021,861,7.4,116.4
"14177","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2018,2137,6.1,350.3
"14178","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2018,1742,6.5,268
"14179","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2018,2049,6.5,315.2
"14180","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2018,1567,6.5,241.1
"14181","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",12,2018,2153,6.7,321.3
"14182","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2019,1514,6.8,222.6
"14183","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2019,1609,6.7,240.1
"14184","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2019,2343,6.7,349.7
"14185","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",4,2019,947,6.7,141.3
"14186","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",5,2019,2353,6.8,346
"14187","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",6,2019,1648,6.8,242.4
"14188","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2019,2575,7.2,357.6
"14189","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2019,743,7.3,101.8
"14190","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2019,1243,7.2,172.6
"14191","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2019,1545,7.9,195.6
"14192","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",11,2019,1427,7.6,187.8
"14193","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",12,2019,1262,7.3,172.9
"14194","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2020,1337,7.5,178.3
"14195","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2020,1279,7.4,172.8
"14196","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",3,2020,1240,7.4,167.6
"14197","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",4,2020,285,7.1,40.1
"14198","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Autumn",5,2020,1221,7,174.4
"14199","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",6,2020,1103,6.9,159.9
"14200","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",7,2020,1422,6.9,206.1
"14201","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Winter",8,2020,1602,7,228.9
"14202","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",9,2020,1517,7.2,210.7
"14203","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Spring",10,2020,1167,7.3,159.9
"14204","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",1,2021,979,7.3,134.1
"14205","4534dfec","Nissan Leaf (24 kWh) 2013-2016","Nelson","Summer",2,2021,756,7.3,103.6
"14206","4fb76ba9","Nissan Leaf (24 kWh) 2013-2016","Waikato","Winter",6,2018,1876,6.2,302.6
"14207","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,477,7.7,61.9
"14208","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,1108,7.3,151.8
"14209","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2019,744,7.8,95.4
"14210","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2019,558,8,69.8
"14211","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,458,8.7,52.6
"14212","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2019,667,8.4,79.4
"14213","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2019,646,8.2,78.8
"14214","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,650,7.57,85.9
"14215","c66d1c6f","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2019,325,7.8,41.7
