"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"13727","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2018,1315,7.4,177.7
"13728","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2018,1224,7.5,163.2
"13729","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2018,1537,7.6,202.2
"13730","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,1347,7.6,177.2
"13731","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,876,7.7,113.8
"13732","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2019,1071,7.7,139.1
"13733","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2019,1102,7.8,141.3
"13734","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,1785,7.6,234.9
"13735","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2019,1176,7.3,161.1
"13736","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2019,1128,7.1,158.9
"13737","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,1525,6.8,224.3
"13738","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2019,1344,6.7,200.6
"13739","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2019,1058,7,151.1
"13740","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2019,1309,7.2,181.8
"13741","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2019,1840,7.5,245.3
"13742","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2019,1381,7.7,179.4
"13743","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2019,1288,7.8,165.1
"13744","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2020,1735,7.4,234.5
"13745","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2020,114,7.8,14.6
"13746","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2020,515,7.4,69.6
"13747","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2020,991,7.1,139.6
"13748","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2020,1031,7.1,145.2
"13749","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2021,136,7.2,18.9
"13750","6008b312","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2021,6,3.6,1.7
"13751","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2018,846,7.7,109.9
"13752","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2018,609,7.5,81.2
"13753","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2018,535,7,76.4
"13754","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2018,413,7,59
"13755","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2018,550,7,78.6
"13756","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2018,439,7,62.7
"13757","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2018,458,7.1,64.5
"13758","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,900,7.2,125
"13759","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,834,7.7,108.3
"13760","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,661,7.5,88.1
"13761","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2019,586,7.3,80.3
"13762","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2019,834,7.1,117.5
"13763","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,794,7,113.4
"13764","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2019,521,6.7,77.8
"13765","8f5a05f3","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2019,682,6.7,101.8
"13766","44c0e746","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",4,2018,0,7.5,0
"13767","44c0e746","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",5,2018,2322,7.3,318.1
"13768","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",7,2018,1260,6.2,203.2
"13769","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2018,1401,6.7,209.1
"13770","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",9,2018,1069,7.4,144.5
"13771","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2018,1271,7.6,167.2
"13772","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2018,1478,7.7,191.9
"13773","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2019,2016,7.5,268.8
"13774","0c5a3737","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",1,2020,1645,7.6,216.4
"13775","fc39a42a","Nissan Leaf (24 kWh) 2011-2012","Mid Canterbury","Winter",6,2018,1318,5.6,235.4
"13776","fc39a42a","Nissan Leaf (24 kWh) 2011-2012","Mid Canterbury","Winter",7,2018,1768,5.7,310.2
"13777","fc39a42a","Nissan Leaf (24 kWh) 2011-2012","Mid Canterbury","Winter",8,2018,394,5.8,67.9
"13778","fc39a42a","Nissan Leaf (24 kWh) 2011-2012","Mid Canterbury","Spring",9,2018,1582,6,263.7
"13779","fc39a42a","Nissan Leaf (24 kWh) 2011-2012","Mid Canterbury","Spring",10,2018,1937,7.4,261.8
"13780","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2018,1328,7.6,174.7
"13781","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2018,1456,8,182
"13782","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2018,1961,8,245.1
"13783","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2018,1602,8.1,197.8
"13784","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2018,1333,8.2,162.6
"13785","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2018,1711,8.2,208.7
"13786","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2018,1826,8.5,214.8
"13787","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2018,1345,8.7,154.6
"13788","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2019,1867,8.9,209.8
"13789","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2019,1423,8.8,161.7
"13790","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2019,1832,8.8,208.2
"13791","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2019,1786,8.3,215.2
"13792","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2019,1962,8.2,239.3
"13793","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2019,1248,8,156
"13794","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2019,1376,8,172
"13795","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2020,945,7.7,122.7
"13796","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2021,1013,8.3,122
"13797","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",2,2021,1077,8.3,129.8
"13798","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",3,2021,1568,8.3,188.9
"13799","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,1426,8.2,173.9
"13800","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2021,1171,7.5,156.1
"13801","7877d719","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2021,792,7.2,110
"13802","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",11,2018,1401,8.3,168.8
"13803","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",12,2018,591,8.3,71.2
"13804","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",1,2019,898,8.4,106.9
"13805","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",2,2019,1000,8.2,122
"13806","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2019,1369,8.2,167
"13807","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2019,1161,7.7,150.8
"13808","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2019,1371,6.9,198.7
"13809","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",6,2019,928,6.7,138.5
"13810","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",7,2019,842,6.6,127.6
"13811","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",8,2019,501,6.8,73.7
"13812","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",9,2019,1214,6.9,175.9
"13813","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",10,2019,1236,6.9,179.1
"13814","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",11,2019,904,6.9,131
"13815","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",12,2019,1125,7.2,156.2
"13816","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",1,2020,868,7.5,115.7
"13817","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",2,2020,658,7.7,85.5
"13818","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2020,922,7.4,124.6
"13819","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2020,172,7.3,23.6
"13820","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2020,987,6.5,151.8
"13821","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",6,2020,1065,6.4,166.4
"13822","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",7,2020,810,6.6,122.7
"13823","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",8,2020,994,6.8,146.2
"13824","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",9,2020,1074,6.6,162.7
"13825","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",10,2020,1370,6.8,201.5
"13826","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Spring",11,2020,419,7.1,59
"13827","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",12,2020,491,7.2,68.2
"13828","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",1,2021,957,7.1,134.8
"13829","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Summer",2,2021,1308,7.2,181.7
"13830","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2021,1194,7.1,168.2
"13831","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2021,993,7.2,137.9
"13832","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2021,1271,6.9,184.2
"13833","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",6,2021,1315,6.6,199.2
"13834","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",7,2021,819,6.5,126
"13835","3011d6f0","Nissan Leaf (30 kWh)","Wellington","Winter",8,2021,218,6.9,31.6
"13836","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2018,1756,7,250.9
"13837","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2018,2040,7.1,287.3
"13838","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2018,1894,7.1,266.8
"13839","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2018,2276,7.2,316.1
"13840","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2018,2570,8.5,302.4
"13841","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2018,1400,8.4,166.7
"13842","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2019,2298,8.3,276.9
"13843","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2019,1537,8.2,187.4
"13844","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2019,2327,7.9,294.6
"13845","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2019,1571,7.6,206.7
"13846","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2019,2415,6.6,365.9
"13847","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1615,6.5,248.5
"13848","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,2134,6.5,328.3
"13849","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2019,1695,6.7,253
"13850","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,1984,6.8,291.8
"13851","638b8d74","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,395,7.1,55.6
"13852","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2020,72,7.9,9.1
"13853","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2020,179,7.8,22.9
"13854","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2020,372,7.3,51
"13855","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2020,364,7.4,49.2
"13856","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2020,251,7.8,32.2
"13857","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2020,213,7.5,28.4
"13858","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2020,509,8,63.6
"13859","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2020,432,7.9,54.7
"13860","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2020,271,8.3,32.7
"13861","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2021,202,8.3,24.3
"13862","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2021,352,8.6,40.9
"13863","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2021,502,8.3,60.5
"13864","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2021,414,8.1,51.1
"13865","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2021,529,8,66.1
"13866","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2021,367,7.7,47.7
"13867","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2021,422,7.5,56.3
"13868","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2021,242,7.6,31.8
"13869","22af75e2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2021,225,7.9,28.5
"13870","e3ac5c6d","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2020,1945,8.1,240.1
"13871","e3ac5c6d","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",12,2020,2120,7.9,268.4
"13872","e3ac5c6d","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",7,2021,2065,7.1,290.8
"13873","e3ac5c6d","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2021,770,7,110
"13874","c92d5679","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2018,2251,6.8,331
"13875","c92d5679","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",7,2018,1865,7,266.4
"13876","c92d5679","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",8,2018,2500,7.1,352.1
"13877","c92d5679","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",9,2018,1700,7.2,236.1
"13878","c92d5679","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",10,2018,1800,7.3,246.6
"13879","af57d7db","Nissan Leaf (30 kWh)","Auckland","Winter",6,2018,1054,7,150.6
"13880","af57d7db","Nissan Leaf (30 kWh)","Auckland","Winter",7,2018,823,7.1,115.9
"13881","af57d7db","Nissan Leaf (30 kWh)","Auckland","Winter",8,2018,1110,7,158.6
"13882","af57d7db","Nissan Leaf (30 kWh)","Auckland","Spring",9,2018,702,7,100.3
"13883","af57d7db","Nissan Leaf (30 kWh)","Auckland","Spring",10,2018,1160,7.2,161.1
"13884","af57d7db","Nissan Leaf (30 kWh)","Auckland","Spring",11,2018,1743,7.1,245.5
"13885","af57d7db","Nissan Leaf (30 kWh)","Auckland","Summer",12,2018,1100,6.8,161.8
"13886","af57d7db","Nissan Leaf (30 kWh)","Auckland","Summer",1,2019,338,6.6,51.2
"13887","af57d7db","Nissan Leaf (30 kWh)","Auckland","Summer",2,2019,1282,7,183.1
"13888","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",2,2019,1534,8,191.8
"13889","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2019,2438,7.2,338.6
"13890","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2019,1297,7.6,170.7
"13891","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2019,1760,7.2,244.4
"13892","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",6,2019,1877,7.1,264.4
"13893","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",7,2019,1553,7.3,212.7
"13894","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",8,2019,1456,7.4,196.8
"13895","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",9,2019,1425,7.7,185.1
"13896","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",10,2019,1579,7.8,202.4
"13897","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",11,2019,1316,8,164.5
"13898","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",12,2019,1435,8,179.4
"13899","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",1,2020,1304,8.1,161
"13900","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",2,2020,1530,8,191.2
"13901","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2020,912,8.1,112.6
"13902","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2020,780,7.3,106.8
"13903","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2020,806,7.3,110.4
"13904","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",6,2020,1267,7.2,176
"13905","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",7,2020,1533,7.3,210
"13906","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",8,2020,1324,7.4,178.9
"13907","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",9,2020,1498,7.4,202.4
"13908","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",10,2020,2336,7.2,324.4
"13909","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",11,2020,388,7.6,51.1
"13910","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",12,2020,1389,7.4,187.7
"13911","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",1,2021,1081,7.9,136.8
"13912","8989e360","Nissan Leaf (30 kWh)","Wellington","Summer",2,2021,1286,7.9,162.8
"13913","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2021,1321,8.1,163.1
"13914","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2021,1047,7.9,132.5
"13915","8989e360","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2021,1010,7.9,127.8
"13916","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",6,2021,1084,7.7,140.8
"13917","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",7,2021,1336,7.3,183
"13918","8989e360","Nissan Leaf (30 kWh)","Wellington","Winter",8,2021,1111,7.21,154.1
"13919","8989e360","Nissan Leaf (30 kWh)","Wellington","Spring",9,2021,354,8.2,43.2
"13920","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",5,2018,387,6.4,60.5
"13921","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Winter",6,2018,897,6.2,144.7
"13922","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Winter",7,2018,823,6.2,132.7
"13923","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Winter",8,2018,779,6.3,123.7
"13924","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Spring",9,2018,696,6.9,100.9
"13925","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Spring",10,2018,972,6.3,154.3
"13926","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Spring",11,2018,756,6.3,120
"13927","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Summer",12,2018,1117,6.8,164.3
"13928","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Summer",1,2019,1032,6.9,149.6
"13929","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Summer",2,2019,984,7,140.6
"13930","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",3,2019,1282,7.3,175.6
"13931","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",4,2019,1131,7.2,157.1
"13932","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",5,2019,952,6.7,142.1
"13933","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Winter",6,2019,941,6.3,149.4
"13934","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Winter",7,2019,961,5.9,162.9
"13935","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Winter",8,2019,152,5.9,25.8
"13936","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Spring",9,2019,786,6.5,120.9
"13937","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Spring",10,2019,1243,6.8,182.8
"13938","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Spring",11,2019,855,6.8,125.7
"13939","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Summer",12,2019,857,6.5,131.8
"13940","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Summer",1,2020,880,6.7,131.3
"13941","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Summer",2,2020,739,6.4,115.5
"13942","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",3,2020,649,6.4,101.4
"13943","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",4,2020,326,6.2,52.6
"13944","9418959d","Nissan Leaf (24 kWh) 2013-2016","North Canterbury","Autumn",5,2020,787,6.3,124.9
"13945","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Winter",8,2018,213,5.6,38
"13946","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Spring",9,2018,137,6,22.8
"13947","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Spring",10,2018,204,6.8,30
"13948","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Spring",11,2018,124,6.2,20
"13949","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Summer",12,2018,250,6.5,38.5
"13950","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Summer",1,2019,159,6.3,25.2
"13951","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Autumn",4,2019,115,5.4,21.3
"13952","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Autumn",5,2019,207,5,41.4
"13953","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Winter",6,2019,141,5.2,27.1
"13954","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Winter",7,2019,104,5.9,17.6
"13955","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Winter",8,2019,209,6,34.8
"13956","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Summer",12,2019,271,5.7,47.5
"13957","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Summer",1,2020,632,5.6,112.9
"13958","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Summer",2,2020,21,6.1,3.4
"13959","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Autumn",5,2020,82,5.2,15.8
"13960","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Winter",6,2020,225,5.6,40.2
"13961","6f52be04","Nissan Leaf (24 kWh) 2013-2016","Mid Canterbury","Winter",7,2020,89,5.1,17.5
"13962","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2018,3127,6.4,488.6
"13963","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2018,1652,6.5,254.2
"13964","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2018,1241,6.7,185.2
"13965","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2018,1784,6.5,274.5
"13966","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2018,1392,6.8,204.7
"13967","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2018,2534,6.6,383.9
"13968","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",1,2019,1526,6.9,221.2
"13969","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2019,946,7.1,133.2
"13970","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",3,2019,1949,7.1,274.5
"13971","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",4,2019,1148,6.8,168.8
"13972","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Autumn",5,2019,1582,6.9,229.3
"13973","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1076,6.3,170.8
"13974","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,2147,6.4,335.5
"13975","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",8,2019,1719,6.5,264.5
"13976","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",9,2019,1623,6.8,238.7
"13977","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",10,2019,1737,6.9,251.7
"13978","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Spring",11,2019,1132,7.2,157.2
"13979","2d824ea2","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",12,2019,1025,7.1,144.4
